year_lunar_st,year_lunar_ed,year_greg_st,year_greg_ed,event_code,mainCategory,subCategory,vocabularyCode,magnitude,timeDuration,place_provin,place_EN,place_longit,place_latitu
1523,1523,1523,1524,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.553937,32.784224,
1523,1523,1523,1523,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.280564,33.503341,
1523,1523,1523,1523,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.445274,32.406239,
1523,1523,1523,1523,340100009,34,01,000,0,9,江蘇省,Jiangsu,117.205594,34.271614,
1523,1523,1523,1523,340100009,34,01,000,0,9,江蘇省,Jiangsu,118.824123,32.118003,
1523,1523,1523,1523,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.461049,32.203049,
1524,1524,1524,1524,340130029,34,01,300,2,9,江蘇省,Jiangsu,118.824123,32.118003,
1524,1524,1524,1524,340100329,34,01,003,2,9,江蘇省,Jiangsu,118.837253,32.406633,
1524,1524,1524,1524,340130029,34,01,300,2,9,江蘇省,Jiangsu,119.442397,33.221142,
1481,1481,1481,1481,340000009,34,00,000,0,9,江蘇省,Jiangsu,120.603069,31.309043,
1538,1538,1538,1538,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.442397,33.221142,
1539,1539,1539,1539,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.603069,31.309043,
1544,1544,1544,1544,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.397516,31.224485,
1544,1544,1544,1544,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.625761,31.01201,
1544,1544,1544,1544,340100009,34,01,000,0,9,江蘇省,Jiangsu,120.335992,31.567522,
1545,1545,1545,1545,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.397516,31.224485,
1545,1545,1545,1545,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.625761,31.01201,
1548,1548,1548,1549,340100309,34,01,003,0,9,江蘇省,Jiangsu,117.205594,34.271614,
1552,1552,1552,1552,340100009,34,01,000,0,9,江蘇省,Jiangsu,118.837253,32.406633,
1552,1552,1552,1552,340100309,34,01,003,0,9,江蘇省,Jiangsu,118.837253,32.406633,
1554,1554,1554,1554,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.568183,32.264155,
1559,1559,1559,1559,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.490634,32.831306,
1559,1559,1559,1559,340100009,34,01,000,0,9,江蘇省,Jiangsu,120.568183,32.264155,
1559,1559,1559,1559,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.054135,33.30777,
1560,1560,1560,1560,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.568183,32.264155,
1561,1562,1561,1562,340600109,34,06,001,0,9,江蘇省,Jiangsu,120.397516,31.224485,
1561,1561,1561,1561,340100309,34,01,003,0,9,江蘇省,Jiangsu,120.625761,31.01201,
1562,1562,1562,1562,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.78552,31.358953,
1562,1562,1562,1562,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.78552,31.358953,
1575,1575,1575,1575,340100009,34,01,000,0,9,江蘇省,Jiangsu,118.824123,32.118003,
1580,1580,1580,1580,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.397516,31.224485,
1561,1561,1561,1561,340100009,34,01,000,0,9,江蘇省,Jiangsu,120.397516,31.224485,
1580,1580,1580,1580,340100309,34,01,003,0,9,江蘇省,Jiangsu,120.808317,31.655226,
1582,1582,1582,1582,340130029,34,01,300,2,9,江蘇省,Jiangsu,118.312504,33.963181,
1588,1588,1588,1588,340130029,34,01,300,2,9,江蘇省,Jiangsu,118.824123,32.118003,
1588,1588,1588,1588,340100009,34,01,000,0,9,江蘇省,Jiangsu,118.824123,32.118003,
1588,1588,1588,1588,340130029,34,01,300,2,9,江蘇省,Jiangsu,118.961703,31.332019,
1588,1588,1588,1588,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.397516,31.224485,
1588,1588,1588,1588,340100009,34,01,000,0,9,江蘇省,Jiangsu,121.127022,31.551683,
1588,1588,1588,1588,340130029,34,01,300,2,9,江蘇省,Jiangsu,120.808317,31.655226,
1588,1588,1588,1588,340100009,34,01,000,0,9,江蘇省,Jiangsu,120.808317,31.655226,
1588,1588,1588,1588,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.78552,31.358953,
1588,1588,1588,1588,340130029,34,01,300,2,9,江蘇省,Jiangsu,119.442397,33.221142,
1588,1588,1588,1588,340130029,34,01,300,2,9,江蘇省,Jiangsu,119.442397,33.221142,
1588,1588,1588,1588,340100009,34,01,000,0,9,江蘇省,Jiangsu,120.568183,32.264155,
1588,1588,1588,1588,340100009,34,01,000,0,9,江蘇省,Jiangsu,120.553937,32.784224,
1588,1588,1588,1588,340130029,34,01,300,2,9,江蘇省,Jiangsu,117.205594,34.271614,
1589,1589,1589,1589,340100309,34,01,003,0,9,江蘇省,Jiangsu,118.824123,32.118003,
1589,1589,1589,1589,340130029,34,01,300,2,9,江蘇省,Jiangsu,118.523523,32.032504,
1589,1589,1589,1589,340100009,34,01,000,0,9,江蘇省,Jiangsu,120.29982,31.833936,
1588,1590,1588,1590,340130029,34,01,300,2,9,江蘇省,Jiangsu,119.633618,31.95808,
1589,1589,1589,1589,340100009,34,01,000,0,9,江蘇省,Jiangsu,119.78552,31.358953,
